word_lower	word_cap	alt_caps	examples	source	status	notes
hemihypertrophy	Hemihypertrophy		Hemihypertrophy	OMIM	lower	
hemochromatosis	Hemochromatosis		Hemochromatosis, type 2A; Hemochromatosis, type 4; Hemochromatosis, type 1	OMIM	lower	
hemoglobin	Hemoglobin		Hemoglobin, high altitude adaptation; Hemoglobin H disease, deletional and nondeletional; Hemoglobin H disease, nondeletional	OMIM	lower	
hemolytic	Hemolytic		Hemolytic disease of fetus and newborn, RH-induced; Hemolytic uremic syndrome, atypical, susceptibility to, 1; Hemolytic uremic syndrome, atypical, susceptibility to	OMIM	lower	
hemophagocytic	Hemophagocytic		Hemophagocytic lymphohistiocytosis, familial, 4; Hemophagocytic lymphohistiocytosis, familial, 1; Hemophagocytic lymphohistiocytosis, familial, 2	OMIM	lower	
hemophilia	Hemophilia		Hemophilia B; Hemophilia A	OMIM	lower	
hemorrhage	Hemorrhage		Hemorrhage, intracerebral, susceptibility to	OMIM	lower	
hemorrhagic	Hemorrhagic		Hemorrhagic destruction of the brain, subependymal calcif...; Hemorrhagic diathesis due to antithrombin Pittsburgh	OMIM	lower	
hengel	Hengel		Hengel-Maroofian-Schols syndrome	OMIM	cap	
hennekam	Hennekam		Hennekam lymphangiectasia-lymphedema syndrome 3; Hennekam lymphangiectasia-lymphedema syndrome 2; Menke-Hennekam syndrome 1	OMIM	cap	
hepatic	Hepatic		Hepatic venoocclusive disease with immunodeficiency; Hepatic fibrosis susceptibility due to Schistosoma manson...; Hepatic adenoma, somatic	OMIM	lower	
hepatitis	Hepatitis		Hepatitis C virus, resistance to; Hepatitis B virus infection, susceptibility to; ?Hepatitis, fulminant viral, susceptibility to	OMIM	lower	
hepatocellular	Hepatocellular		Hepatocellular carcinoma, somatic; Hepatocellular carcinoma, childhood type, somatic; Hepatocellular cancer, somatic	OMIM	lower	
hepatorenocardiac	Hepatorenocardiac		Hepatorenocardiac degenerative fibrosis	OMIM	lower	
hereditary	Hereditary		Hereditary motor and sensory neuropathy VIA; Hereditary motor and sensory neuropathy, Okinawa type; Hereditary persistence of alpha-fetoprotein	OMIM	lower	
hermansky	Hermansky		Hermansky-Pudlak syndrome 3; Hermansky-Pudlak syndrome 2; Hermansky-Pudlak syndrome 11	OMIM	cap	
herndon	Herndon		Allan-Herndon-Dudley syndrome	OMIM	cap	
heterotaxy	Heterotaxy		Heterotaxy, visceral, 14, autosomal; Heterotaxy, visceral, 11, autosomal, with male infertility; Heterotaxy, visceral, 2, autosomal	OMIM	lower	
heterotopia	Heterotopia		Heterotopia, periventricular, 1	OMIM	lower	
hex	HEX	HEX (1); Hex (1)	C3HEX, ability to smell; Hex A pseudodeficiency	OMIM	cap	defaulting to full capitalization for now, may need pattern
heyn	Heyn		Heyn-Sproul-Jackson syndrome	OMIM	cap	
hiatt	Hiatt		Hiatt-Neu-Cooper neurodevelopmental syndrome	OMIM	cap	
higashi	Higashi		Chediak-Higashi syndrome	OMIM	cap	
high	High		High density lipoprotein cholesterol level QTL 5; High molecular weight kininogen deficiency; High density lipoprotein cholesterol level QTL 4	OMIM	lower	
hijazi	Hijazi		Hijazi-Reis syndrome	OMIM	cap	
hip	Hip		Hip dysplasia, Beukes type	OMIM	lower	
hippel	Hippel		von Hippel-Lindau syndrome; von Hippel-Lindau syndrome, modifier of	OMIM	cap	
hirschhorn	Hirschhorn		Wolf-Hirschhorn syndrome	OMIM	cap	
hirschsprung	Hirschsprung		Hirschsprung disease, cardiac defects, and autonomic dysf...; Hirschsprung disease, susceptibility to, 6; Neuroblastoma with Hirschsprung disease	OMIM	cap	
histidinemia	Histidinemia		Histidinemia	OMIM	lower	
histiocytoma	Histiocytoma		Histiocytoma, angiomatoid fibrous, somatic	OMIM	lower	
histiocytosis	Histiocytosis		Histiocytosis-lymphadenopathy plus syndrome	OMIM	lower	
hitz	Hitz		Sifrim-Hitz-Weiss syndrome	OMIM	cap	
hiv	HIV		HIV-1, susceptibility to; Rapid progression to AIDS from HIV1 infection; HIV infection, susceptibility/resistance to	OMIM	cap	
hmg	HMG		HMG-CoA lyase deficiency; HMG-CoA synthase-2 deficiency	OMIM	cap	
hodgkin	Hodgkin		Lymphoma, non-Hodgkin, somatic; Hodgkin lymphoma, susceptibility to; Rapp-Hodgkin syndrome	OMIM	cap	
hoed	Hoed		den Hoed-de Boer-Voisin syndrome	OMIM	cap	
hoeijmakers	Hoeijmakers		Schuurs-Hoeijmakers syndrome	OMIM	cap	
hogg	Hogg		Birt-Hogg-Dube syndrome 2; Birt-Hogg-Dube syndrome	OMIM	cap	
holling	Holling		Spondylopeiphyseal dysplasia, Holling type	OMIM	cap	
holocarboxylase	Holocarboxylase		Holocarboxylase synthetase deficiency	OMIM	lower	
holoprosencephaly	Holoprosencephaly		Holoprosencephaly 10; Holoprosencephaly 2; Holoprosencephaly 9	OMIM	lower	
holt	Holt		Holt-Oram syndrome	OMIM	cap	
homocysteine	Homocysteine		Homocysteine plasma level	OMIM	lower	
homocystinuria	Homocystinuria		Homocystinuria due to MTHFR deficiency; Homocystinuria-megaloblastic anemia, cblG complementation...; Homocystinuria-megaloblastic anemia, cblD type	OMIM	lower	
homosexuality	Homosexuality		?Homosexuality, male	OMIM	lower	
hoover	Hoover		You-Hoover-Fong syndrome	OMIM	cap	
hopkins	Hopkins		Pitt-Hopkins-like syndrome 2; Pitt-Hopkins like syndrome 1; Pitt-Hopkins syndrome	OMIM	cap	
horan	Horan		Nance-Horan syndrome	OMIM	cap	
houge	Houge		Houge-Janssens syndrome 3; Houge-Janssens syndrome 1; Houge-Janssens syndrome 4	OMIM	cap	
hoxha	Hoxha		Hoxha-Aliu syndrome	OMIM	cap	
hprt	HPRT		Hyperuricemia, HPRT-related	OMIM	cap	
hpv	HPV		Immunodeficiency 123 with HPV-related verrucosis; Immunodeficiency 130 with HPV-related verrucosis	OMIM	cap	
hsd	HSD		HSD10 mitochondrial disease	OMIM	cap	
huang	Huang		Ziegler-Huang syndrome	OMIM	cap	
hubshman	Hubshman		Li-Ghorgani-Weisz-Hubshman syndrome	OMIM	cap	
huet	Huet		Pelger-Huet anomaly; Rhizomelic skeletal dysplasia with or without Pelger-Huet...; Short stature, optic nerve atrophy, and Pelger-Huet anomaly	OMIM	cap	
human	Human		Human herpesvirus 8, susceptibility to; Human coronavirus sensitivity	OMIM	lower	
humerofemoral	Humerofemoral		Humerofemoral hypoplasia with radiotibial ray deficiency	OMIM	lower	
hunter	Hunter		Acromesomelic dysplasia 2C, Hunter-Thompson type	OMIM	cap	
huntington	Huntington		Huntington disease; Huntington disease-like 3; Huntington disease-like 2	OMIM	cap	
huppke	Huppke		Huppke-Brendel syndrome	OMIM	cap	
huriez	Huriez		Huriez syndrome	OMIM	cap	
hurthle	Hurthle		Thyroid carcinoma, Hurthle cell	OMIM	cap	
hutchinson	Hutchinson		Hutchinson-Gilford progeria	OMIM	cap	
hyaline	Hyaline		Hyaline fibromatosis syndrome	OMIM	lower	
hydatidiform	Hydatidiform		Hydatidiform mole, recurrent, 2; Hydatidiform mole, recurrent, 4; Hydatidiform mole, recurrent, 1	OMIM	lower	
hydranencephaly	Hydranencephaly		Hydranencephaly with abnormal genitalia	OMIM	lower	
hydrocephalus	Hydrocephalus		Hydrocephalus, congenital, 4; Hydrocephalus, congenital, 5, susceptibility to; Hydrocephalus, autosomal dominant	OMIM	lower	
hydrolethalus	Hydrolethalus		Hydrolethalus syndrome; Hydrolethalus syndrome 2	OMIM	lower	
hydrops	Hydrops		Hydrops, lactic acidosis, and sideroblastic anemia	OMIM	lower	
hydroxykynureninuria	Hydroxykynureninuria		Hydroxykynureninuria	OMIM	lower	
hyper	Hyper		Hyper-IgE syndrome 5, autosomal recessive, with recurrent...; Hyper-IgE syndrome 4A, autosomal dominant, with recurrent...; Hyper-IgE syndrome 4B, autosomal recessive, with recurren...	OMIM	lower	
hyperaldosteronism	Hyperaldosteronism		Hyperaldosteronism, familial, type II; Hyperaldosteronism, familial, type III; Hyperaldosteronism, familial, type IV	OMIM	lower	
hyperalphalipoproteinemia	Hyperalphalipoproteinemia		Hyperalphalipoproteinemia	OMIM	lower	
hyperammonemia	Hyperammonemia		Hyperammonemia due to carbonic anhydrase VA deficiency	OMIM	lower	
hyperandrogenism	Hyperandrogenism		Hyperandrogenism, nonclassic type, due to 21-hydroxylase ...	OMIM	lower	
hyperbilirubinemia	Hyperbilirubinemia		Hyperbilirubinemia, familial transient neonatal; Hyperbilirubinemia, Rotor type, digenic	OMIM	lower	
hyperbiliverdinemia	Hyperbiliverdinemia		Hyperbiliverdinemia	OMIM	lower	
hypercalcemia	Hypercalcemia		Hypercalcemia, infantile, 2; Hypercalcemia, infantile, 1	OMIM	lower	
hypercalciuria	Hypercalciuria		Hypercalciuria, absorptive, susceptibility to; Hypercalciuria, absorptive	OMIM	lower	
hypercarotenemia	Hypercarotenemia		Hypercarotenemia and vitamin A deficiency, autosomal domi...	OMIM	lower	
hyperchlorhidrosis	Hyperchlorhidrosis		Hyperchlorhidrosis, isolated	OMIM	lower	
hypercholanemia	Hypercholanemia		Hypercholanemia, familial 1; Hypercholanemia, familial 3; Hypercholanemia, familial 2	OMIM	lower	
hypercholesterolemia	Hypercholesterolemia		Hypercholesterolemia, familial, 4; Hypercholesterolemia, familial, 3; Hypercholesterolemia, familial, modifier of	OMIM	lower	
hyperekplexia	Hyperekplexia		Hyperekplexia 2; Hyperekplexia 1; Hyperekplexia 4	OMIM	lower	
hyperemesis	Hyperemesis		Hyperemesis gravidarum, susceptibility to	OMIM	lower	
hypereosinophilic	Hypereosinophilic		Hypereosinophilic syndrome, idiopathic, resistant to imat...	OMIM	lower	
hyperferritinemia	Hyperferritinemia		Hyperferritinemia; Hyperferritinemia-cataract syndrome	OMIM	lower	
hyperglycinemia	Hyperglycinemia		Hyperglycinemia, lactic acidosis, and seizures	OMIM	lower	
hyperglycinuria	Hyperglycinuria		Hyperglycinuria	OMIM	lower	
hyperhidrosis	Hyperhidrosis		Hyperhidrosis palmaris et plantaris	OMIM	lower	
hyperimmunoglobulin	Hyperimmunoglobulin		Hyperimmunoglobulin G1 syndrome	OMIM	lower	
hyperinsulinemic	Hyperinsulinemic		Hyperinsulinemic hypoglycemia, familial, 7; Hyperinsulinemic hypoglycemia, familial, 8; Hyperinsulinemic hypoglycemia, familial, 4	OMIM	lower	
hyperkalemic	Hyperkalemic		Hyperkalemic periodic paralysis	OMIM	lower	
hyperlipidemia	Hyperlipidemia		Hyperlipidemia, familial combined, susceptibility to; Hyperlipidemia, combined, 2	OMIM	lower	
hyperlipoproteinemia	Hyperlipoproteinemia		Hyperlipoproteinemia, type 1D; Hyperlipoproteinemia, type III; Hyperlipoproteinemia, type Ib	OMIM	lower	
hyperlysinemia	Hyperlysinemia		Hyperlysinemia	OMIM	lower	
hypermanganesemia	Hypermanganesemia		Hypermanganesemia with dystonia 1; Hypermanganesemia with dystonia 2	OMIM	lower	
hypermetabolism	Hypermetabolism		Hypermetabolism due to uncoupled mitochondrial oxidative ...	OMIM	lower	
hypermethioninemia	Hypermethioninemia		Hypermethioninemia due to adenosine kinase deficiency; Hypermethioninemia, persistent, autosomal dominant, due t...; Hypermethioninemia with deficiency of S-adenosylhomocyste...	OMIM	lower	
hyperornithinemia	Hyperornithinemia		Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	OMIM	lower	
hyperostosis	Hyperostosis		Hyperostosis cranalis interna	OMIM	lower	
hyperoxaluria	Hyperoxaluria		Hyperoxaluria, primary, type 1; Hyperoxaluria, primary, type II; Hyperoxaluria, primary, type III	OMIM	lower	
hyperparathyroidism	Hyperparathyroidism		Hyperparathyroidism, familial primary; Hyperparathyroidism-jaw tumor syndrome; Hyperparathyroidism 3	OMIM	lower	
hyperphenylalaninemia	Hyperphenylalaninemia		Hyperphenylalaninemia, BH4-deficient, C; Hyperphenylalaninemia, mild, non-BH4-deficient; Hyperphenylalaninemia, BH4-deficient, D	OMIM	lower	
hyperphosphatasia	Hyperphosphatasia		Hyperphosphatasia with impaired intellectual development ...; Hyperphosphatasia with impaired intellectual development ...; Hyperphosphatasia with impaired intellectual development ...	OMIM	lower	
hyperpigmentation	Hyperpigmentation		Hyperpigmentation with or without hypopigmentation; Hyperpigmentation, familial progressive, 1	OMIM	lower	
hyperproinsulinemia	Hyperproinsulinemia		Hyperproinsulinemia	OMIM	lower	
hyperprolactinemia	Hyperprolactinemia		Hyperprolactinemia	OMIM	lower	
hyperprolinemia	Hyperprolinemia		Hyperprolinemia, type II; Hyperprolinemia, type I	OMIM	lower	
hypersensitivity	Hypersensitivity		Hypersensitivity syndrome, carbamazepine-induced, suscept...	OMIM	lower	
hypersulfaturia	Hypersulfaturia		Hypersulfaturia	OMIM	lower	
hypertelorism	Hypertelorism		Hypertelorism, preauricular sinus, punctal pits, and deaf...	OMIM	lower	
hypertension	Hypertension		Hypertension, essential, susceptibility to; Hypertension, essential, susceptibility to, 3; Hypertension, essential, susceptibility to, 7	OMIM	lower	
hypertensive	Hypertensive		Hypertensive nephropathy	OMIM	lower	
hyperthyroidism	Hyperthyroidism		Hyperthyroidism, familial gestational; Hyperthyroidism, nonautoimmune	OMIM	lower	
hypertrichosis	Hypertrichosis		Hypertrichosis universalis congenita, Ambras type; Hypertrichosis terminalis, generalized, with or without g...; Hypertrichosis, congenital generalized, with gingival hyp...	OMIM	lower	
hypertriglyceridemia	Hypertriglyceridemia		Hypertriglyceridemia, susceptibility to; Hypertriglyceridemia, transient infantile; Hypertriglyceridemia 2	OMIM	lower	
hypertrophic	Hypertrophic		Hypertrophic osteoarthropathy, primary, autosomal dominant; Hypertrophic osteoarthropathy, primary, autosomal recessi...	OMIM	lower	
hypertryptophanemia	Hypertryptophanemia		?Hypertryptophanemia	OMIM	lower	
hyperuricemia	Hyperuricemia		Hyperuricemia, pulmonary hypertension, renal failure, and...; Hyperuricemia, HPRT-related	OMIM	lower	
hyperuricemic	Hyperuricemic		Hyperuricemic nephropathy, familial juvenile, 3	OMIM	lower	
hypervalinemia	Hypervalinemia		Hypervalinemia and hyperleucine-isoleucinemia	OMIM	lower	
hypoaldosteronism	Hypoaldosteronism		Hypoaldosteronism, congenital, due to CMO I deficiency; Hypoaldosteronism, congenital, due to CMO II deficiency	OMIM	lower	
hypoalphalipoproteinemia	Hypoalphalipoproteinemia		Hypoalphalipoproteinemia, primary, 2; Hypoalphalipoproteinemia, primary, 2, intermediate	OMIM	lower	
hypobetalipoproteinemia	Hypobetalipoproteinemia		Hypobetalipoproteinemia, familial, 2; Hypobetalipoproteinemia	OMIM	lower	
hypocalcemia	Hypocalcemia		Hypocalcemia, autosomal dominant, with Bartter syndrome; Hypocalcemia, autosomal dominant; Hypocalcemia, autosomal dominant 2	OMIM	lower	
hypocalciuric	Hypocalciuric		Hypocalciuric hypercalcemia, type I; Hypocalciuric hypercalcemia, type II; Hypocalciuric hypercalcemia, type III	OMIM	lower	
hypochondroplasia	Hypochondroplasia		Hypochondroplasia	OMIM	lower	
hypoglycemia	Hypoglycemia		Hypoglycemia of infancy, leucine-sensitive	OMIM	lower	
hypogonadotropic	Hypogonadotropic		Hypogonadotropic hypogonadism 27 without anosmia; Hypogonadotropic hypogonadism 13 with or without anosmia; Hypogonadotropic hypogonadism 15 with or without anosmia	OMIM	lower	
hypoinsulinemic	Hypoinsulinemic		Hypoinsulinemic hypoglycemia with hemihypertrophy	OMIM	lower	
hypokalemic	Hypokalemic		Hypokalemic periodic paralysis, type 1; Hypokalemic periodic paralysis, type 2; Hypokalemic tubulopathy and deafness	OMIM	lower	
hypomagnesemia	Hypomagnesemia		Hypomagnesemia 5, renal, with ocular involvement; Hypomagnesemia, seizures, and impaired intellectual devel...; Hypomagnesemia 3, renal	OMIM	lower	
hypomyelinating	Hypomyelinating		Hypomyelinating neuropathy, congenital, 2; Hypomyelinating neuropathy, congenital, 1; Hypomyelinating neuropathy, congenital, 3	OMIM	lower	
hypomyelination	Hypomyelination		Hypomyelination with brainstem and spinal cord involvemen...	OMIM	lower	
hypoparathyroidism	Hypoparathyroidism		Hypoparathyroidism-retardation-dysmorphism syndrome; Hypoparathyroidism, familial isolated 2; Hypoparathyroidism, sensorineural deafness, and renal dys...	OMIM	lower	
hypophosphatasia	Hypophosphatasia		Hypophosphatasia, infantile; Hypophosphatasia, childhood; Hypophosphatasia, adult	OMIM	lower	
hypophosphatemic	Hypophosphatemic		Hypophosphatemic rickets, AR; Hypophosphatemic rickets, autosomal recessive, 2; Hypophosphatemic rickets with hypercalciuria	OMIM	lower	
hypopigmentation	Hypopigmentation		Hypopigmentation, organomegaly, and delayed myelination a...	OMIM	lower	
hypoplastic	Hypoplastic		Hypoplastic left heart syndrome 2; Hypoplastic femurs and pelvis	OMIM	lower	
hypospadias	Hypospadias		Hypospadias 3, autosomal; Hypospadias 4, X-linked, susceptibility to; Hypospadias 1, X-linked	OMIM	lower	
hypotaurinemic	Hypotaurinemic		Hypotaurinemic retinal degeneration and cardiomyopathy	OMIM	lower	
hypothyroidism	Hypothyroidism		Hypothyroidism, congenital, nongoitrous 4; Hypothyroidism, congenital, due to thyroid dysgenesis or ...; Hypothyroidism, congenital nongoitrous, 5	OMIM	lower	
hypotonia	Hypotonia		Hypotonia-cystinuria syndrome; Hypotonia, infantile, with psychomotor retardation and ch...; Hypotonia, infantile, with psychomotor retardation	OMIM	lower	
hypotrichosis	Hypotrichosis		Hypotrichosis 5; Hypotrichosis 11; Hypotrichosis 15	OMIM	lower	
hypouricemia	Hypouricemia		Hypouricemia, renal, 2; Hypouricemia, renal	OMIM	lower	
hystrix	Hystrix		Hystrix-like ichthyosis with deafness	OMIM	lower	
icc	Icc		Congenital disorder of glycosylation, type Icc	OMIM	lower	
ichthyosis	Ichthyosis		Ichthyosis vulgaris; Ichthyosis, lamellar, autosomal dominant; Ichthyosis, congenital, autosomal recessive 4B (harlequin)	OMIM	lower	
ichthyotic	Ichthyotic		Ichthyotic keratoderma, spasticity, hypomyelination, and ...	OMIM	lower	
ifap	IFAP		IFAP syndrome with or without BRESHECK syndrome	OMIM	cap	
iga	IgA		IgA nephropathy, susceptibility to, 2; IgA nephropathy, susceptibility to, 1; ?IgA nephropathy, susceptibility to, 3	OMIM	cap	
igd	IgD		Hyper-IgD syndrome	OMIM	cap	
ige	IgE		Hyper-IgE syndrome 5, autosomal recessive, with recurrent...; Hyper-IgE syndrome 4A, autosomal dominant, with recurrent...; Hyper-IgE syndrome 4B, autosomal recessive, with recurren...	OMIM	cap	
igg	IgG		IgG receptor I, phagocytic, familial deficiency of] (3); IgG2 deficiency, selective (3)	OMIM	cap	
igm	IgM		Immunodeficiency with hyper-IgM, type 2; Immunodeficiency with hyper IgM, type 5; Immunodeficiency with hyper-IgM, type 3	OMIM	cap	
iia	IIA	IIA (12); IIa (1)	Pseudohypoaldosteronism, type IIA; Amelogenesis imperfecta, type IIA4; Multiple endocrine neoplasia IIA	OMIM	lower	
iiaa	IIaa		Congenital disorder of glycosylation, type IIaa	OMIM	lower	
iib		IIB (5); IIb (1)	Neuropathy, hereditary sensory and autonomic, type IIB; Multiple endocrine neoplasia IIB; Pseudohypoaldosteronism, type IIB	OMIM	lower	
iibb	IIbb		Congenital disorder of glycosylation, type IIbb	OMIM	lower	
iic		IIC (5); IIc (2)	Neuropathy, hereditary sensory, type IIC; Glutaric acidemia IIC; Usher syndrome, type IIC, GPR98/PDZD7 digenic	OMIM	lower	
iicc	IICC		Congenital disorder of glycosylation, type IICC	OMIM	lower	
iid		IID (3); IId (1)	Neuropathy, hereditary sensory and autonomic, type IID; Cutis laxa, autosomal recessive, type IID; Pseudohypoaldosteronism, type IID	OMIM	lower	
iie		IIE (2); IIe (1)	Cutis laxa, autosomal recessive, type IIE; Pseudohypoaldosteronism, type IIE; Congenital disorder of glycosylation, type IIe	OMIM	lower	
iif	IIf		Congenital disorder of glycosylation, type IIf	OMIM	lower	
iig	IIg		Congenital disorder of glycosylation, type IIg	OMIM	lower	
iih	IIh		Congenital disorder of glycosylation, type IIh	OMIM	lower	
iii	III	III (38); IIi (1)	Mitochondrial complex III deficiency, nuclear type 11; Gaucher disease, type III; Thrombophilia 7 due to antithrombin III deficiency	OMIM	lower	
iiia		IIIA (5); IIIa (1)	Corneal dystrophy, lattice type IIIA; Amelogenesis imperfecta, type IIIA; Cutis laxa, autosomal recessive, type IIIA	OMIM	lower	
iiib		IIIB (3); IIIb (2)	Amelogenesis imperfecta, type IIIB; Mucopolysaccharidosis type IIIB (Sanfilippo B); Cutis laxa, autosomal recessive, type IIIB	OMIM	lower	
iiic	IIIC		Gaucher disease, type IIIC; Mucopolysaccharidosis type IIIC (Sanfilippo C); Amelogenesis imperfecta, type IIIC	OMIM	lower	
iiid	IIID		Mucopolysaccharidosis type IIID	OMIM	lower	
iij	IIj		Congenital disorder of glycosylation, type IIj	OMIM	lower	disease group subtype number capitalization handled by pattern because of unusual capitalization
iik	IIk		Congenital disorder of glycosylation, type IIk	OMIM	lower	disease group subtype number capitalization handled by pattern because of unusual capitalization
